subclass_id_label,AllenRegionRate,AllenRegionRateTop3,MajorRegionRate,MajorRegionRateTop3
312 CBX MLI Cdh22 Gaba,CB:0.965918712955123;MB:0.0194750211685013;PONS:0.00867908552074513;MY:0.00529212531752752;HB:0.000635055038103302,CB:0.965918712955123;MB:0.0194750211685013;PONS:0.00867908552074513,CB:0.965918712955123;MB:0.0194750211685013;Pons:0.00867908552074513;MY:0.00529212531752752;HB:0.000635055038103302,CB:0.965918712955123;MB:0.0194750211685013;Pons:0.00867908552074513
313 CBX Purkinje Gaba,CB:0.545454545454545;MY:0.398989898989899;PONS:0.0454545454545455;MB:0.00505050505050505;TEa-PERI-ECT:0.00505050505050505,CB:0.545454545454545;MY:0.398989898989899;PONS:0.0454545454545455,CB:0.545454545454545;MY:0.398989898989899;Pons:0.0454545454545455;Isocortex:0.00505050505050505;MB:0.00505050505050505,CB:0.545454545454545;MY:0.398989898989899;Pons:0.0454545454545455
314 CB Granule Glut,CB:0.863895562566938;MY:0.122658986308507;HB:0.00862592989261007;PONS:0.00347352881581613;MB:0.00130257330593105;STR:2.89460734651345e-05;MB-PONS:1.44730367325672e-05,CB:0.863895562566938;MY:0.122658986308507;HB:0.00862592989261007,CB:0.863895562566938;MY:0.122658986308507;HB:0.00862592989261007;Pons:0.00347352881581613;MB:0.00130257330593105;STR:2.89460734651345e-05;MB-PONS:1.44730367325672e-05,CB:0.863895562566938;MY:0.122658986308507;HB:0.00862592989261007
315 DCO UBC Glut,MY:0.718175128771155;HB:0.171694873681629;CB:0.0556781947510424;PONS:0.0473387294579348;MB-PONS:0.00367917586460633;MB:0.00343389747363257,MY:0.718175128771155;HB:0.171694873681629;CB:0.0556781947510424,MY:0.718175128771155;HB:0.171694873681629;CB:0.0556781947510424;Pons:0.0473387294579348;MB-PONS:0.00367917586460633;MB:0.00343389747363257,MY:0.718175128771155;HB:0.171694873681629;CB:0.0556781947510424
316 Bergmann NN,CB:0.996415770609319;MB:0.0017921146953405;PONS:0.0017921146953405,CB:0.996415770609319;MB:0.0017921146953405;PONS:0.0017921146953405,CB:0.996415770609319;MB:0.0017921146953405;Pons:0.0017921146953405,CB:0.996415770609319;MB:0.0017921146953405;Pons:0.0017921146953405
317 Astro-CB NN,CB:0.996519721577726;MB:0.00116009280742459;MY:0.00116009280742459;TH:0.00116009280742459,CB:0.996519721577726;MB:0.00116009280742459;MY:0.00116009280742459,CB:0.996519721577726;MB:0.00116009280742459;MY:0.00116009280742459;TH:0.00116009280742459,CB:0.996519721577726;MB:0.00116009280742459;MY:0.00116009280742459
318 Astro-NT NN,MB:0.344046147507211;PONS:0.135314135726167;HY:0.106731370843443;STR:0.0983991820415389;MY:0.0894107952204368;TH:0.0883730867249615;HY LZ:0.0625829785285904;CNU:0.0465900593630301;MB-PONS:0.0159623983274581;CTXsp:0.00457812571533214;CB:0.00439500068671886;OLF:0.00177020860992843;HIP:0.00103770849547529;AI-CLA:0.000183125028613286;ENT:0.000183125028613286;HB:0.000183125028613286;PAR-POST-PRE-SUB-ProS:0.000137343771459964;SS-GU-VISC:3.05208381022143e-05;SSp:3.05208381022143e-05;MOp:1.52604190511071e-05;MOs-FRP:1.52604190511071e-05;RSP:1.52604190511071e-05;VIS:1.52604190511071e-05,MB:0.344046147507211;PONS:0.135314135726167;HY:0.106731370843443,MB:0.344046147507211;HY:0.169314349372034;Pons:0.135314135726167;STR:0.0983991820415389;MY:0.0894107952204368;TH:0.0883730867249615;CNU:0.0465900593630301;MB-PONS:0.0159623983274581;OLF:0.00634833432526057;CB:0.00439500068671886;HPF:0.00135817729554854;Isocortex:0.000305208381022143;HB:0.000183125028613286,MB:0.344046147507211;HY:0.169314349372034;Pons:0.135314135726167
319 Astro-TE NN,STR:0.135873403478531;CTXsp:0.111442285823727;HIP:0.0949114805903688;OLF:0.0916196837480997;ENT:0.0913443698303827;ACA:0.0728145461509917;AI-CLA:0.0683855831268479;PAR-POST-PRE-SUB-ProS:0.0677751044397362;RSP:0.0565590548353503;PL-ILA-ORB:0.0553620378017979;MO-FRP:0.0406866089704456;SS-GU-VISC:0.0322356687135658;AUD-TEa-PERI-ECT:0.0187333165750949;VIS-PTLp:0.0182425395913384;CNU:0.0114315126704253;VISp:0.0100429729115045;MOp:0.00712225134963671;SSp:0.00548233801366993;VIS:0.00335164769394668;SSs-GU-VISC-AIp:0.00198704827569696;MB:0.00131671873690763;TEa-PERI-ECT:0.000849882093822195;VISl:0.000454866472749907;VISm:0.000395015621072288;AUD:0.000335164769394668;AId-AIv:0.000287284088052573;TH:0.000239403406710477;AId-AIv-AIp:0.000227433236374954;MOs-FRP:0.000179552555032858;PTLp:0.00015561221436181;HY:0.000131671873690763;HY LZ:1.19701703355239e-05;VISpos:1.19701703355239e-05,STR:0.135873403478531;CTXsp:0.111442285823727;HIP:0.0949114805903688,Isocortex:0.393902395231084;HPF:0.254030954860488;OLF:0.203061969571827;STR:0.135873403478531;CNU:0.0114315126704253;MB:0.00131671873690763;TH:0.000239403406710477;HY:0.000143642044026287,Isocortex:0.393902395231084;HPF:0.254030954860488;OLF:0.203061969571827
320 Astro-OLF NN,OLF:0.978488014751076;STR:0.00799016594960049;PL-ILA-ORB:0.00307314074984634;HY:0.00184388444990781;MO-FRP:0.00184388444990781;CNU:0.00122925629993854;CTXsp:0.00122925629993854;ENT:0.00122925629993854;HIP:0.00122925629993854;ACA:0.000614628149969269;AId-AIv-AIp:0.000614628149969269;MOp:0.000614628149969269,OLF:0.978488014751076;STR:0.00799016594960049;PL-ILA-ORB:0.00307314074984634,OLF:0.979717271051014;STR:0.00799016594960049;Isocortex:0.00676090964966195;HPF:0.00245851259987707;HY:0.00184388444990781;CNU:0.00122925629993854,OLF:0.979717271051014;STR:0.00799016594960049;Isocortex:0.00676090964966195
321 Astroependymal NN,MB:0.412068965517241;TH:0.263793103448276;MY:0.112068965517241;CNU:0.0586206896551724;STR:0.0551724137931034;HIP:0.0448275862068966;HY:0.0362068965517241;PONS:0.00862068965517241;CB:0.00689655172413793;MB-PONS:0.00172413793103448,MB:0.412068965517241;TH:0.263793103448276;MY:0.112068965517241,MB:0.412068965517241;TH:0.263793103448276;MY:0.112068965517241;CNU:0.0586206896551724;STR:0.0551724137931034;HPF:0.0448275862068966;HY:0.0362068965517241;Pons:0.00862068965517241;CB:0.00689655172413793;MB-PONS:0.00172413793103448,MB:0.412068965517241;TH:0.263793103448276;MY:0.112068965517241
322 Tanycyte NN,HY:0.878195488721805;HY LZ:0.0766917293233083;CNU:0.0406015037593985;HIP:0.00300751879699248;STR:0.00150375939849624,HY:0.878195488721805;HY LZ:0.0766917293233083;CNU:0.0406015037593985,HY:0.954887218045113;CNU:0.0406015037593985;HPF:0.00300751879699248;STR:0.00150375939849624,HY:0.954887218045113;CNU:0.0406015037593985;HPF:0.00300751879699248
323 Ependymal NN,MB:0.416292134831461;HY:0.193820224719101;STR:0.102247191011236;TH:0.099438202247191;MY:0.0617977528089888;PONS:0.052247191011236;CNU:0.0207865168539326;CTXsp:0.0140449438202247;HIP:0.0106741573033708;CB:0.00955056179775281;HB:0.00730337078651685;MB-PONS:0.00730337078651685;OLF:0.00224719101123596;SS-GU-VISC:0.00168539325842697;HY LZ:0.000561797752808989,MB:0.416292134831461;HY:0.193820224719101;STR:0.102247191011236,MB:0.416292134831461;HY:0.19438202247191;STR:0.102247191011236;TH:0.099438202247191;MY:0.0617977528089888;Pons:0.052247191011236;CNU:0.0207865168539326;OLF:0.0162921348314607;HPF:0.0106741573033708;CB:0.00955056179775281;HB:0.00730337078651685;MB-PONS:0.00730337078651685;Isocortex:0.00168539325842697,MB:0.416292134831461;HY:0.19438202247191;STR:0.102247191011236
324 Hypendymal NN,MB:0.689655172413793;TH:0.310344827586207,MB:0.689655172413793;TH:0.310344827586207;,MB:0.689655172413793;TH:0.310344827586207,MB:0.689655172413793;TH:0.310344827586207;
325 CHOR NN,HIP:0.384083044982699;MY:0.301038062283737;TH:0.193771626297578;CB:0.0934256055363322;CNU:0.0242214532871972;MB:0.00346020761245675,HIP:0.384083044982699;MY:0.301038062283737;TH:0.193771626297578,HPF:0.384083044982699;MY:0.301038062283737;TH:0.193771626297578;CB:0.0934256055363322;CNU:0.0242214532871972;MB:0.00346020761245675,HPF:0.384083044982699;MY:0.301038062283737;TH:0.193771626297578
326 OPC NN,MB:0.118814203292837;STR:0.106180715168004;TH:0.104992416780024;OLF:0.0731116218709445;MY:0.0629172725424895;HY:0.0622136748127648;CTXsp:0.055771846709508;PONS:0.0540363056428538;AI-CLA:0.0417311631252248;HIP:0.0410901074159201;CNU:0.0346951858279782;ENT:0.0332723548634239;ACA:0.0300201698015854;PL-ILA-ORB:0.0269399752959019;PAR-POST-PRE-SUB-ProS:0.024766640086308;HY LZ:0.0242506684178432;MO-FRP:0.0179026533452163;RSP:0.0156980471254124;SS-GU-VISC:0.0136028894413434;MB-PONS:0.00985036821614522;AUD-TEa-PERI-ECT:0.0080522851290711;VIS-PTLp:0.00727050987382147;CB:0.00717669684319152;VISp:0.00498772612849258;TEa-PERI-ECT:0.00304892349547352;MOp:0.00286129743421361;HB:0.00272057788826868;VIS:0.00209515768406898;SSs-GU-VISC-AIp:0.00187626061259909;SSp:0.00162609253091921;MOs-FRP:0.00159482152070923;VISl:0.00115702737776944;AId-AIv-AIp:0.000985036821614522;VISm:0.000985036821614522;AId-AIv:0.000672326719514674;PTLp:0.00051597166846475;AUD:0.000500336163359757;VISpos:1.56355051049924e-05,MB:0.118814203292837;STR:0.106180715168004;TH:0.104992416780024,Isocortex:0.184139343621496;OLF:0.128883468580452;MB:0.118814203292837;STR:0.106180715168004;TH:0.104992416780024;HPF:0.0991291023656519;HY:0.0864643432306081;MY:0.0629172725424895;Pons:0.0540363056428538;CNU:0.0346951858279782;MB-PONS:0.00985036821614522;CB:0.00717669684319152;HB:0.00272057788826868,Isocortex:0.184139343621496;OLF:0.128883468580452;MB:0.118814203292837
327 Oligo NN,MB:0.188810967904979;TH:0.152586735983248;MY:0.149906133795444;PONS:0.116010505794433;STR:0.0528042528611141;HY:0.0496046788692733;CNU:0.0476416116105275;HY LZ:0.0409897469222716;OLF:0.0249332105852197;HIP:0.0201315931983104;CTXsp:0.0168056608541825;CB:0.0141521354561537;MB-PONS:0.0136241380555255;ACA:0.0130103974872739;RSP:0.0124553232968699;SS-GU-VISC:0.0121529658110401;MO-FRP:0.0116069172172281;PL-ILA-ORB:0.0112729701433265;PAR-POST-PRE-SUB-ProS:0.00977923390736128;AI-CLA:0.00889923823964764;ENT:0.00829001046969205;AUD-TEa-PERI-ECT:0.00405700566807466;VIS-PTLp:0.00404798007148272;VISp:0.00401639048341095;MOp:0.0032627531679844;SSp:0.00279793494349977;VIS:0.00192696487237806;SSs-GU-VISC-AIp:0.000997328423408787;MOs-FRP:0.000690458139283007;TEa-PERI-ECT:0.000505433409148345;VISm:0.000361023863677389;VISl:0.000347485468789487;HB:0.00034297267049352;AUD:0.000333947073901585;AId-AIv:0.000329434275605618;PTLp:0.000225639914798368;AId-AIv-AIp:0.000166973536950792;VISa:6.76919744395104e-05;VISpos:5.41535795516084e-05,MB:0.188810967904979;TH:0.152586735983248;MY:0.149906133795444,MB:0.188810967904979;TH:0.152586735983248;MY:0.149906133795444;Pons:0.116010505794433;Isocortex:0.0935864110617712;HY:0.0905944257915448;STR:0.0528042528611141;CNU:0.0476416116105275;OLF:0.0417388714394021;HPF:0.0382008375753637;CB:0.0141521354561537;MB-PONS:0.0136241380555255;HB:0.00034297267049352,MB:0.188810967904979;TH:0.152586735983248;MY:0.149906133795444
328 OEC NN,OLF:0.941323345817728;MO-FRP:0.0436953807740325;STR:0.0124843945068664;MY:0.00124843945068664;PL-ILA-ORB:0.00124843945068664,OLF:0.941323345817728;MO-FRP:0.0436953807740325;STR:0.0124843945068664,OLF:0.941323345817728;Isocortex:0.0449438202247191;STR:0.0124843945068664;MY:0.00124843945068664,OLF:0.941323345817728;Isocortex:0.0449438202247191;STR:0.0124843945068664
329 ABC NN,ENT:0.386046511627907;RSP:0.0883720930232558;PAR-POST-PRE-SUB-ProS:0.0837209302325581;MO-FRP:0.0744186046511628;MB:0.0697674418604651;AI-CLA:0.0558139534883721;SS-GU-VISC:0.0534883720930233;OLF:0.0465116279069767;PONS:0.0348837209302326;STR:0.0186046511627907;VIS-PTLp:0.0162790697674419;AUD-TEa-PERI-ECT:0.0116279069767442;CB:0.00930232558139535;HIP:0.00930232558139535;MOp:0.00930232558139535;PL-ILA-ORB:0.00930232558139535;SSp:0.00930232558139535;ACA:0.00697674418604651;MY:0.00232558139534884;SSs-GU-VISC-AIp:0.00232558139534884;VIS:0.00232558139534884,ENT:0.386046511627907;RSP:0.0883720930232558;PAR-POST-PRE-SUB-ProS:0.0837209302325581,HPF:0.47906976744186;Isocortex:0.33953488372093;MB:0.0697674418604651;OLF:0.0465116279069767;Pons:0.0348837209302326;STR:0.0186046511627907;CB:0.00930232558139535;MY:0.00232558139534884,HPF:0.47906976744186;Isocortex:0.33953488372093;MB:0.0697674418604651
330 VLMC NN,ENT:0.122575319851424;MB:0.0984316962443252;STR:0.0658274865868758;PONS:0.062938505984317;PAR-POST-PRE-SUB-ProS:0.0602558811390838;MY:0.0565414775072225;MO-FRP:0.0561287659925712;OLF:0.055096987205943;TH:0.055096987205943;AI-CLA:0.0451919108543128;HIP:0.0429219975237309;SS-GU-VISC:0.0340486999587288;ACA:0.0288898060255881;RSP:0.0286834502682625;HY:0.022286421791168;AUD-TEa-PERI-ECT:0.0210482872472142;CTXsp:0.0206355757325629;PL-ILA-ORB:0.0200165084605861;CB:0.0189847296739579;HY LZ:0.0173338836153529;VIS-PTLp:0.0130004127115147;CNU:0.00969872059430458;MB-PONS:0.00825423029302517;SSs-GU-VISC-AIp:0.00763516302104829;HB:0.0070160957490714;VIS:0.00536524969046636;MOp:0.0049525381758151;SSp:0.00453982666116385;VISp:0.00268262484523318;AUD:0.000825423029302518;TEa-PERI-ECT:0.000825423029302518;AId-AIv:0.000619067271976888;AId-AIv-AIp:0.000619067271976888;PTLp:0.000619067271976888;VISa:0.000206355757325629;VISl:0.000206355757325629,ENT:0.122575319851424;MB:0.0984316962443252;STR:0.0658274865868758,Isocortex:0.276104003301692;HPF:0.225753198514239;MB:0.0984316962443252;OLF:0.075732562938506;STR:0.0658274865868758;Pons:0.062938505984317;MY:0.0565414775072225;TH:0.055096987205943;HY:0.0396203054065208;CB:0.0189847296739579;CNU:0.00969872059430458;MB-PONS:0.00825423029302517;HB:0.0070160957490714,Isocortex:0.276104003301692;HPF:0.225753198514239;MB:0.0984316962443252
331 Peri NN,MB:0.117018806593917;PONS:0.0853649098366999;OLF:0.0825013543843356;STR:0.0736785078554291;TH:0.0714340995279003;MY:0.0664035291386116;ENT:0.0448107731599721;HIP:0.044269019425741;AI-CLA:0.0407089234579367;ACA:0.0404767432861234;MO-FRP:0.034981812553208;CTXsp:0.0338209116941413;HY LZ:0.0332017645693058;PL-ILA-ORB:0.0300286355545236;SS-GU-VISC:0.0283259809612259;PAR-POST-PRE-SUB-ProS:0.0277842272269948;RSP:0.0272424734927637;HY:0.0269328999303459;CB:0.0159430384645151;CNU:0.014162990480613;MB-PONS:0.0130794830121508;AUD-TEa-PERI-ECT:0.0105255011222042;VISp:0.00920981348192864;VIS-PTLp:0.00797151923225757;MOp:0.00541753734231097;SSp:0.00541753734231097;VIS:0.0030957356241777;SSs-GU-VISC-AIp:0.00247658849934216;TEa-PERI-ECT:0.00123829424967108;VISm:0.000541753734231097;AUD:0.000464360343626654;PTLp:0.000464360343626654;HB:0.00030957356241777;AId-AIv:0.000232180171813327;VISl:0.000232180171813327;MOs-FRP:0.000154786781208885;AId-AIv-AIp:7.73933906044424e-05,MB:0.117018806593917;PONS:0.0853649098366999;OLF:0.0825013543843356,Isocortex:0.249284111136909;MB:0.117018806593917;HPF:0.116864019812708;OLF:0.116322266078477;Pons:0.0853649098366999;STR:0.0736785078554291;TH:0.0714340995279003;MY:0.0664035291386116;HY:0.0601346644996517;CB:0.0159430384645151;CNU:0.014162990480613;MB-PONS:0.0130794830121508;HB:0.00030957356241777,Isocortex:0.249284111136909;MB:0.117018806593917;HPF:0.116864019812708
332 SMC NN,STR:0.110356536502547;MB:0.106307953506595;PONS:0.077837273083453;OLF:0.0750946846023247;TH:0.0642549301292935;MY:0.0595533498759305;ENT:0.0461016063732532;HIP:0.0454486091158417;PAR-POST-PRE-SUB-ProS:0.0453180096643594;ACA:0.0415306255713726;HY LZ:0.0374820425754212;MO-FRP:0.0348700535457751;AI-CLA:0.033955857385399;SS-GU-VISC:0.0291236776805537;RSP:0.0284706804231422;HY:0.027948282617213;CTXsp:0.0259892908449785;PL-ILA-ORB:0.0255974924905315;CNU:0.0195899177223456;AUD-TEa-PERI-ECT:0.0134517435026773;MB-PONS:0.0114927517304427;CB:0.00914196160376126;VIS-PTLp:0.00731356928300901;SSp:0.0069217709285621;VISp:0.00535457751077445;MOp:0.00417918244743372;SSs-GU-VISC-AIp:0.00300378738409299;VIS:0.00274258848112838;AUD:0.000261198902964608;HB:0.000261198902964608;TEa-PERI-ECT:0.000261198902964608;VISl:0.000261198902964608;AId-AIv:0.000130599451482304;AId-AIv-AIp:0.000130599451482304;VISm:0.000130599451482304;VISpos:0.000130599451482304,STR:0.110356536502547;MB:0.106307953506595;PONS:0.077837273083453,Isocortex:0.237821601149275;HPF:0.136868225153454;STR:0.110356536502547;MB:0.106307953506595;OLF:0.101083975447303;Pons:0.077837273083453;HY:0.0654303251926342;TH:0.0642549301292935;MY:0.0595533498759305;CNU:0.0195899177223456;MB-PONS:0.0114927517304427;CB:0.00914196160376126;HB:0.000261198902964608,Isocortex:0.237821601149275;HPF:0.136868225153454;STR:0.110356536502547
333 Endo NN,MB:0.122711169917623;PONS:0.103504204191387;STR:0.079794272055999;MY:0.0610354688633745;HIP:0.0524350164326262;TH:0.0514106449272269;ENT:0.0497460412309531;ACA:0.0491484911861368;AI-CLA:0.0484442357761748;OLF:0.0432796961031201;MO-FRP:0.0358743437620044;CTXsp:0.0356182508856545;PL-ILA-ORB:0.0336335310939434;PAR-POST-PRE-SUB-ProS:0.0325451363694567;SS-GU-VISC:0.0319902684706987;RSP:0.0293012932690256;HY LZ:0.0280635110333348;CNU:0.0199965854283153;HY:0.0189935549959452;AUD-TEa-PERI-ECT:0.0117162490930044;MB-PONS:0.0113321097784797;VISp:0.00992359895855564;VIS-PTLp:0.00945409535191429;CB:0.00866447564983567;MOp:0.00580477186392932;SSp:0.00512185752699646;VIS:0.00431089675188868;SSs-GU-VISC-AIp:0.00322250202740194;TEa-PERI-ECT:0.000832301848136924;VISm:0.000533526825728798;AUD:0.000469503606641342;PTLp:0.000277433949378975;AId-AIv:0.000256092876349823;VISl:0.000170728584233215;AId-AIv-AIp:0.000128046438174911;HB:0.000128046438174911;VISpos:6.40232190874557e-05;VISa:4.26821460583038e-05;MOs-FRP:2.13410730291519e-05,MB:0.122711169917623;PONS:0.103504204191387;STR:0.079794272055999,Isocortex:0.280741815698493;HPF:0.134726194033036;MB:0.122711169917623;Pons:0.103504204191387;STR:0.079794272055999;OLF:0.0788979469887746;MY:0.0610354688633745;TH:0.0514106449272269;HY:0.04705706602928;CNU:0.0199965854283153;MB-PONS:0.0113321097784797;CB:0.00866447564983567;HB:0.000128046438174911,Isocortex:0.280741815698493;HPF:0.134726194033036;MB:0.122711169917623
334 Microglia NN,STR:0.100337633105359;HIP:0.0919400917669466;MB:0.0868323088910051;AI-CLA:0.0778287594147693;OLF:0.0775257553458575;CTXsp:0.0595186563933859;ACA:0.058371569561077;PL-ILA-ORB:0.0518136957839148;MO-FRP:0.0472253484546792;ENT:0.0438490174010908;SS-GU-VISC:0.0365985628949874;PONS:0.0332655181369578;PAR-POST-PRE-SUB-ProS:0.0325296511124578;TH:0.0277898017487663;MY:0.0277681586009869;RSP:0.0275517271231928;VIS-PTLp:0.0178555969180158;AUD-TEa-PERI-ECT:0.0177690243268981;HY LZ:0.0174876634057657;HY:0.0167301532334863;CNU:0.016189074539001;VISp:0.00883040429400052;MOp:0.00452341788589733;CB:0.00443684529477967;MB-PONS:0.00430698640810319;SSp:0.00346290364470609;VIS:0.00339797420136785;SSs-GU-VISC-AIp:0.00138516145788243;TEa-PERI-ECT:0.00108215738897065;VISl:0.000432862955588261;AUD:0.000367933512250022;VISm:0.000324647216691196;AId-AIv:0.000194788330014717;PTLp:0.000194788330014717;AId-AIv-AIp:0.000129858886676478;HB:4.32862955588261e-05;MOs-FRP:4.32862955588261e-05;VISa:4.32862955588261e-05;VISpos:2.1643147779413e-05,STR:0.100337633105359;HIP:0.0919400917669466;MB:0.0868323088910051,Isocortex:0.359449398320492;HPF:0.168318760280495;OLF:0.137044411739243;STR:0.100337633105359;MB:0.0868323088910051;HY:0.034217816639252;Pons:0.0332655181369578;TH:0.0277898017487663;MY:0.0277681586009869;CNU:0.016189074539001;CB:0.00443684529477967;MB-PONS:0.00430698640810319;HB:4.32862955588261e-05,Isocortex:0.359449398320492;HPF:0.168318760280495;OLF:0.137044411739243
335 BAM NN,STR:0.109962406015038;ENT:0.0974310776942356;AI-CLA:0.0839598997493734;MB:0.0726817042606516;OLF:0.0629699248120301;HIP:0.0595238095238095;PAR-POST-PRE-SUB-ProS:0.0513784461152882;MO-FRP:0.049812030075188;ACA:0.0466791979949875;RSP:0.0441729323308271;SS-GU-VISC:0.0404135338345865;PONS:0.0397869674185464;MY:0.0391604010025063;PL-ILA-ORB:0.0328947368421053;CTXsp:0.0278822055137845;TH:0.0275689223057644;HY:0.0213032581453634;AUD-TEa-PERI-ECT:0.018483709273183;CB:0.0162907268170426;VIS-PTLp:0.0159774436090226;HY LZ:0.0156641604010025;CNU:0.0140977443609023;MB-PONS:0.006265664160401;MOp:0.0018796992481203;VISp:0.0018796992481203;SSp:0.00093984962406015;VIS:0.0006265664160401;AUD:0.00031328320802005,STR:0.109962406015038;ENT:0.0974310776942356;AI-CLA:0.0839598997493734,Isocortex:0.338032581453634;HPF:0.208333333333333;STR:0.109962406015038;OLF:0.0908521303258145;MB:0.0726817042606516;Pons:0.0397869674185464;MY:0.0391604010025063;HY:0.0369674185463659;TH:0.0275689223057644;CB:0.0162907268170426;CNU:0.0140977443609023;MB-PONS:0.006265664160401,Isocortex:0.338032581453634;HPF:0.208333333333333;STR:0.109962406015038
336 Monocytes NN,MB:0.142857142857143;PL-ILA-ORB:0.142857142857143;SS-GU-VISC:0.142857142857143;OLF:0.0952380952380952;AUD-TEa-PERI-ECT:0.0476190476190476;CNU:0.0476190476190476;CTXsp:0.0476190476190476;ENT:0.0476190476190476;HIP:0.0476190476190476;MO-FRP:0.0476190476190476;MY:0.0476190476190476;PAR-POST-PRE-SUB-ProS:0.0476190476190476;STR:0.0476190476190476;VIS:0.0476190476190476,MB:0.142857142857143;PL-ILA-ORB:0.142857142857143;SS-GU-VISC:0.142857142857143,Isocortex:0.428571428571429;HPF:0.142857142857143;MB:0.142857142857143;OLF:0.142857142857143;CNU:0.0476190476190476;MY:0.0476190476190476;STR:0.0476190476190476,Isocortex:0.428571428571429;HPF:0.142857142857143;MB:0.142857142857143
337 DC NN,OLF:0.143712574850299;MB:0.101796407185629;STR:0.0898203592814371;AI-CLA:0.0718562874251497;ACA:0.0658682634730539;MO-FRP:0.0658682634730539;ENT:0.0598802395209581;MY:0.0598802395209581;PONS:0.0479041916167665;TH:0.0479041916167665;PAR-POST-PRE-SUB-ProS:0.029940119760479;RSP:0.029940119760479;PL-ILA-ORB:0.0239520958083832;SS-GU-VISC:0.0239520958083832;CNU:0.0179640718562874;HIP:0.0179640718562874;VIS-PTLp:0.0179640718562874;VISp:0.0179640718562874;CTXsp:0.0119760479041916;HY:0.0119760479041916;HY LZ:0.0119760479041916;AUD-TEa-PERI-ECT:0.00598802395209581;CB:0.00598802395209581;MB-PONS:0.00598802395209581;SSp:0.00598802395209581;VIS:0.00598802395209581,OLF:0.143712574850299;MB:0.101796407185629;STR:0.0898203592814371,Isocortex:0.335329341317365;OLF:0.155688622754491;HPF:0.107784431137725;MB:0.101796407185629;STR:0.0898203592814371;MY:0.0598802395209581;Pons:0.0479041916167665;TH:0.0479041916167665;HY:0.0239520958083832;CNU:0.0179640718562874;CB:0.00598802395209581;MB-PONS:0.00598802395209581,Isocortex:0.335329341317365;OLF:0.155688622754491;HPF:0.107784431137725
338 Lymphoid NN,OLF:0.167420814479638;MB:0.0904977375565611;MY:0.081447963800905;MO-FRP:0.0723981900452489;STR:0.0678733031674208;ENT:0.0497737556561086;HY:0.0497737556561086;PONS:0.0497737556561086;SS-GU-VISC:0.0452488687782805;ACA:0.0407239819004525;PAR-POST-PRE-SUB-ProS:0.0407239819004525;TH:0.0407239819004525;RSP:0.0361990950226244;CTXsp:0.0226244343891403;CB:0.0180995475113122;HIP:0.0180995475113122;PL-ILA-ORB:0.0180995475113122;VISp:0.0180995475113122;HY LZ:0.0135746606334842;MOp:0.0135746606334842;AI-CLA:0.00904977375565611;AUD-TEa-PERI-ECT:0.00904977375565611;MB-PONS:0.00904977375565611;VIS-PTLp:0.00904977375565611;CNU:0.00452488687782805;VIS:0.00452488687782805,OLF:0.167420814479638;MB:0.0904977375565611;MY:0.081447963800905,Isocortex:0.276018099547511;OLF:0.190045248868778;HPF:0.108597285067873;MB:0.0904977375565611;MY:0.081447963800905;STR:0.0678733031674208;HY:0.0633484162895928;Pons:0.0497737556561086;TH:0.0407239819004525;CB:0.0180995475113122;MB-PONS:0.00904977375565611;CNU:0.00452488687782805,Isocortex:0.276018099547511;OLF:0.190045248868778;HPF:0.108597285067873
